"Hero1","H1name","Hero2","H2name","wins","losses","num_of_picks","win_percentage","pickpermedian"
12,"Phantom Lancer",93,"Slark",48,49,97,0.494845360824742,1.24358974358974
12,"Phantom Lancer",94,"Medusa",13,13,26,0.5,0.333333333333333
12,"Phantom Lancer",95,"Troll Warlord",9,22,31,0.290322580645161,0.397435897435897
12,"Phantom Lancer",96,"Centaur Warrunner",20,27,47,0.425531914893617,0.602564102564103
12,"Phantom Lancer",97,"Magnus",25,54,79,0.316455696202532,1.01282051282051
12,"Phantom Lancer",98,"Timbersaw",27,45,72,0.375,0.923076923076923
12,"Phantom Lancer",99,"Bristleback",42,44,86,0.488372093023256,1.1025641025641
12,"Phantom Lancer",100,"Tusk",128,144,272,0.470588235294118,3.48717948717949
12,"Phantom Lancer",101,"Skywrath Mage",26,40,66,0.393939393939394,0.846153846153846
12,"Phantom Lancer",102,"Abaddon",45,47,92,0.489130434782609,1.17948717948718
12,"Phantom Lancer",103,"Elder Titan",14,15,29,0.482758620689655,0.371794871794872
12,"Phantom Lancer",104,"Legion Commander",76,112,188,0.404255319148936,2.41025641025641
12,"Phantom Lancer",105,"Techies",13,14,27,0.481481481481481,0.346153846153846
12,"Phantom Lancer",106,"Ember Spirit",52,90,142,0.366197183098592,1.82051282051282
12,"Phantom Lancer",107,"Earth Spirit",37,34,71,0.52112676056338,0.91025641025641
12,"Phantom Lancer",109,"Terrorblade",9,12,21,0.428571428571429,0.269230769230769
12,"Phantom Lancer",110,"Phoenix",41,59,100,0.41,1.28205128205128
12,"Phantom Lancer",111,"Oracle",11,19,30,0.366666666666667,0.384615384615385
12,"Phantom Lancer",112,"Winter Wyvern",115,120,235,0.48936170212766,3.01282051282051
13,"Puck",14,"Pudge",50,64,114,0.43859649122807,1.46153846153846
13,"Puck",15,"Razor",9,8,17,0.529411764705882,0.217948717948718
13,"Puck",16,"Sand King",17,28,45,0.377777777777778,0.576923076923077
13,"Puck",17,"Storm Spirit",10,9,19,0.526315789473684,0.243589743589744
13,"Puck",18,"Sven",27,28,55,0.490909090909091,0.705128205128205
13,"Puck",19,"Tiny",23,42,65,0.353846153846154,0.833333333333333
13,"Puck",20,"Vengeful Spirit",26,45,71,0.366197183098592,0.91025641025641
13,"Puck",21,"Windranger",87,119,206,0.422330097087379,2.64102564102564
13,"Puck",22,"Zeus",13,14,27,0.481481481481481,0.346153846153846
13,"Puck",23,"Kunkka",17,24,41,0.414634146341463,0.525641025641026
13,"Puck",25,"Lina",26,48,74,0.351351351351351,0.948717948717949
13,"Puck",26,"Lion",34,58,92,0.369565217391304,1.17948717948718
13,"Puck",27,"Shadow Shaman",28,17,45,0.622222222222222,0.576923076923077
13,"Puck",28,"Slardar",57,66,123,0.463414634146341,1.57692307692308
13,"Puck",29,"Tidehunter",14,16,30,0.466666666666667,0.384615384615385
13,"Puck",30,"Witch Doctor",42,64,106,0.39622641509434,1.35897435897436
13,"Puck",31,"Lich",22,28,50,0.44,0.641025641025641
13,"Puck",32,"Riki",27,27,54,0.5,0.692307692307692
13,"Puck",33,"Enigma",18,29,47,0.382978723404255,0.602564102564103
13,"Puck",34,"Tinker",6,15,21,0.285714285714286,0.269230769230769
13,"Puck",35,"Sniper",21,26,47,0.446808510638298,0.602564102564103
13,"Puck",36,"Necrophos",28,30,58,0.482758620689655,0.743589743589744
13,"Puck",37,"Warlock",5,11,16,0.3125,0.205128205128205
13,"Puck",38,"Beastmaster",7,11,18,0.388888888888889,0.230769230769231
13,"Puck",39,"Queen of Pain",19,29,48,0.395833333333333,0.615384615384615
13,"Puck",40,"Venomancer",19,24,43,0.441860465116279,0.551282051282051
13,"Puck",41,"Faceless Void",18,31,49,0.36734693877551,0.628205128205128
13,"Puck",42,"Wraith King",57,54,111,0.513513513513513,1.42307692307692
13,"Puck",43,"Death Prophet",6,6,12,0.5,0.153846153846154
13,"Puck",44,"Phantom Assassin",46,58,104,0.442307692307692,1.33333333333333
13,"Puck",45,"Pugna",5,14,19,0.263157894736842,0.243589743589744
13,"Puck",46,"Templar Assassin",19,30,49,0.387755102040816,0.628205128205128
13,"Puck",47,"Viper",13,18,31,0.419354838709677,0.397435897435897
13,"Puck",48,"Luna",13,25,38,0.342105263157895,0.487179487179487
13,"Puck",49,"Dragon Knight",8,14,22,0.363636363636364,0.282051282051282
13,"Puck",50,"Dazzle",37,65,102,0.362745098039216,1.30769230769231
13,"Puck",51,"Clockwerk",21,17,38,0.552631578947368,0.487179487179487
13,"Puck",52,"Leshrac",4,12,16,0.25,0.205128205128205
13,"Puck",53,"Nature's Prophet",20,24,44,0.454545454545455,0.564102564102564
13,"Puck",54,"Lifestealer",18,19,37,0.486486486486487,0.474358974358974
13,"Puck",55,"Dark Seer",14,32,46,0.304347826086957,0.58974358974359
13,"Puck",56,"Clinkz",11,25,36,0.305555555555556,0.461538461538462
13,"Puck",57,"Omniknight",36,36,72,0.5,0.923076923076923
13,"Puck",58,"Enchantress",4,9,13,0.307692307692308,0.166666666666667
13,"Puck",59,"Huskar",11,29,40,0.275,0.512820512820513
13,"Puck",60,"Night Stalker",9,17,26,0.346153846153846,0.333333333333333
13,"Puck",61,"Broodmother",3,2,5,0.6,0.0641025641025641
13,"Puck",62,"Bounty Hunter",36,58,94,0.382978723404255,1.20512820512821
13,"Puck",63,"Weaver",10,22,32,0.3125,0.41025641025641
13,"Puck",64,"Jakiro",17,18,35,0.485714285714286,0.448717948717949
13,"Puck",65,"Batrider",4,8,12,0.333333333333333,0.153846153846154
13,"Puck",66,"Chen",3,3,6,0.5,0.0769230769230769
13,"Puck",67,"Spectre",52,50,102,0.509803921568627,1.30769230769231
13,"Puck",68,"Ancient Apparition",24,57,81,0.296296296296296,1.03846153846154
13,"Puck",69,"Doom",38,55,93,0.408602150537634,1.19230769230769
13,"Puck",70,"Ursa",39,36,75,0.52,0.961538461538462
13,"Puck",71,"Spirit Breaker",47,50,97,0.484536082474227,1.24358974358974
13,"Puck",72,"Gyrocopter",44,54,98,0.448979591836735,1.25641025641026
13,"Puck",73,"Alchemist",48,46,94,0.51063829787234,1.20512820512821
13,"Puck",74,"Invoker",32,42,74,0.432432432432432,0.948717948717949
13,"Puck",75,"Silencer",27,42,69,0.391304347826087,0.884615384615385
13,"Puck",76,"Outworld Devourer",6,9,15,0.4,0.192307692307692
13,"Puck",77,"Lycan",9,6,15,0.6,0.192307692307692
13,"Puck",78,"Brewmaster",4,7,11,0.363636363636364,0.141025641025641
13,"Puck",79,"Shadow Demon",3,6,9,0.333333333333333,0.115384615384615
13,"Puck",80,"Lone Druid",10,6,16,0.625,0.205128205128205
13,"Puck",81,"Chaos Knight",17,24,41,0.414634146341463,0.525641025641026
13,"Puck",82,"Meepo",3,21,24,0.125,0.307692307692308
13,"Puck",83,"Treant Protector",11,14,25,0.44,0.320512820512821
13,"Puck",84,"Ogre Magi",27,37,64,0.421875,0.82051282051282
13,"Puck",85,"Undying",36,48,84,0.428571428571429,1.07692307692308
13,"Puck",86,"Rubick",46,67,113,0.407079646017699,1.44871794871795
13,"Puck",87,"Disruptor",32,27,59,0.542372881355932,0.756410256410256
13,"Puck",88,"Nyx Assassin",13,21,34,0.382352941176471,0.435897435897436
13,"Puck",89,"Naga Siren",7,5,12,0.583333333333333,0.153846153846154
13,"Puck",90,"Keeper of the Light",5,20,25,0.2,0.320512820512821
13,"Puck",91,"Io",7,7,14,0.5,0.179487179487179
13,"Puck",92,"Visage",6,6,12,0.5,0.153846153846154
13,"Puck",93,"Slark",46,70,116,0.396551724137931,1.48717948717949
13,"Puck",94,"Medusa",20,15,35,0.571428571428571,0.448717948717949
13,"Puck",95,"Troll Warlord",10,10,20,0.5,0.256410256410256
13,"Puck",96,"Centaur Warrunner",6,14,20,0.3,0.256410256410256
13,"Puck",97,"Magnus",18,23,41,0.439024390243902,0.525641025641026
13,"Puck",98,"Timbersaw",13,20,33,0.393939393939394,0.423076923076923
13,"Puck",99,"Bristleback",24,31,55,0.436363636363636,0.705128205128205
13,"Puck",100,"Tusk",44,72,116,0.379310344827586,1.48717948717949
13,"Puck",101,"Skywrath Mage",8,30,38,0.210526315789474,0.487179487179487
13,"Puck",102,"Abaddon",21,14,35,0.6,0.448717948717949
13,"Puck",103,"Elder Titan",2,6,8,0.25,0.102564102564103
13,"Puck",104,"Legion Commander",54,68,122,0.442622950819672,1.56410256410256
13,"Puck",105,"Techies",6,6,12,0.5,0.153846153846154
13,"Puck",106,"Ember Spirit",29,41,70,0.414285714285714,0.897435897435897
13,"Puck",107,"Earth Spirit",17,17,34,0.5,0.435897435897436
13,"Puck",109,"Terrorblade",16,8,24,0.666666666666667,0.307692307692308
13,"Puck",110,"Phoenix",15,20,35,0.428571428571429,0.448717948717949
13,"Puck",111,"Oracle",10,10,20,0.5,0.256410256410256
13,"Puck",112,"Winter Wyvern",54,47,101,0.534653465346535,1.29487179487179
14,"Pudge",15,"Razor",43,61,104,0.413461538461538,1.33333333333333
14,"Pudge",16,"Sand King",80,94,174,0.459770114942529,2.23076923076923
14,"Pudge",17,"Storm Spirit",59,75,134,0.440298507462687,1.71794871794872
14,"Pudge",18,"Sven",110,112,222,0.495495495495495,2.84615384615385
14,"Pudge",19,"Tiny",141,189,330,0.427272727272727,4.23076923076923
14,"Pudge",20,"Vengeful Spirit",119,112,231,0.515151515151515,2.96153846153846
14,"Pudge",21,"Windranger",671,724,1395,0.481003584229391,17.8846153846154
14,"Pudge",22,"Zeus",134,124,258,0.51937984496124,3.30769230769231
14,"Pudge",23,"Kunkka",79,116,195,0.405128205128205,2.5
14,"Pudge",25,"Lina",208,300,508,0.409448818897638,6.51282051282051
14,"Pudge",26,"Lion",213,268,481,0.442827442827443,6.16666666666667
14,"Pudge",27,"Shadow Shaman",125,120,245,0.510204081632653,3.14102564102564
14,"Pudge",28,"Slardar",296,279,575,0.514782608695652,7.37179487179487
14,"Pudge",29,"Tidehunter",66,58,124,0.532258064516129,1.58974358974359
14,"Pudge",30,"Witch Doctor",225,236,461,0.488069414316703,5.91025641025641
14,"Pudge",31,"Lich",126,90,216,0.583333333333333,2.76923076923077
14,"Pudge",32,"Riki",184,154,338,0.544378698224852,4.33333333333333
14,"Pudge",33,"Enigma",69,74,143,0.482517482517482,1.83333333333333
14,"Pudge",34,"Tinker",67,95,162,0.41358024691358,2.07692307692308
14,"Pudge",35,"Sniper",133,164,297,0.447811447811448,3.80769230769231
14,"Pudge",36,"Necrophos",248,194,442,0.561085972850679,5.66666666666667
14,"Pudge",37,"Warlock",66,48,114,0.578947368421053,1.46153846153846
14,"Pudge",38,"Beastmaster",34,38,72,0.472222222222222,0.923076923076923
14,"Pudge",39,"Queen of Pain",275,304,579,0.474956822107081,7.42307692307692
14,"Pudge",40,"Venomancer",103,89,192,0.536458333333333,2.46153846153846
14,"Pudge",41,"Faceless Void",121,158,279,0.433691756272401,3.57692307692308
14,"Pudge",42,"Wraith King",275,219,494,0.55668016194332,6.33333333333333
14,"Pudge",43,"Death Prophet",44,54,98,0.448979591836735,1.25641025641026
14,"Pudge",44,"Phantom Assassin",282,350,632,0.44620253164557,8.1025641025641
14,"Pudge",45,"Pugna",59,65,124,0.475806451612903,1.58974358974359
14,"Pudge",46,"Templar Assassin",175,181,356,0.491573033707865,4.56410256410256
14,"Pudge",47,"Viper",112,116,228,0.491228070175439,2.92307692307692
14,"Pudge",48,"Luna",93,73,166,0.560240963855422,2.12820512820513
14,"Pudge",49,"Dragon Knight",58,72,130,0.446153846153846,1.66666666666667
14,"Pudge",50,"Dazzle",228,212,440,0.518181818181818,5.64102564102564
14,"Pudge",51,"Clockwerk",117,115,232,0.504310344827586,2.97435897435897
14,"Pudge",52,"Leshrac",35,37,72,0.486111111111111,0.923076923076923
14,"Pudge",53,"Nature's Prophet",107,147,254,0.421259842519685,3.25641025641026
14,"Pudge",54,"Lifestealer",107,124,231,0.463203463203463,2.96153846153846
14,"Pudge",55,"Dark Seer",120,120,240,0.5,3.07692307692308
14,"Pudge",56,"Clinkz",92,103,195,0.471794871794872,2.5
14,"Pudge",57,"Omniknight",225,145,370,0.608108108108108,4.74358974358974
14,"Pudge",58,"Enchantress",27,39,66,0.409090909090909,0.846153846153846
14,"Pudge",59,"Huskar",128,149,277,0.462093862815884,3.55128205128205
14,"Pudge",60,"Night Stalker",92,70,162,0.567901234567901,2.07692307692308
14,"Pudge",61,"Broodmother",38,52,90,0.422222222222222,1.15384615384615
14,"Pudge",62,"Bounty Hunter",167,202,369,0.452574525745257,4.73076923076923
14,"Pudge",63,"Weaver",95,89,184,0.516304347826087,2.35897435897436
14,"Pudge",64,"Jakiro",82,86,168,0.488095238095238,2.15384615384615
14,"Pudge",65,"Batrider",34,29,63,0.53968253968254,0.807692307692308
14,"Pudge",66,"Chen",19,27,46,0.41304347826087,0.58974358974359
14,"Pudge",67,"Spectre",271,201,472,0.574152542372881,6.05128205128205
14,"Pudge",68,"Ancient Apparition",184,195,379,0.485488126649077,4.85897435897436
14,"Pudge",69,"Doom",214,205,419,0.510739856801909,5.37179487179487
14,"Pudge",70,"Ursa",173,142,315,0.549206349206349,4.03846153846154
14,"Pudge",71,"Spirit Breaker",211,181,392,0.538265306122449,5.02564102564103
14,"Pudge",72,"Gyrocopter",230,246,476,0.483193277310924,6.1025641025641
14,"Pudge",73,"Alchemist",363,328,691,0.525325615050651,8.85897435897436
14,"Pudge",74,"Invoker",348,379,727,0.478679504814305,9.32051282051282
14,"Pudge",75,"Silencer",258,216,474,0.544303797468354,6.07692307692308
14,"Pudge",76,"Outworld Devourer",45,57,102,0.441176470588235,1.30769230769231
14,"Pudge",77,"Lycan",31,24,55,0.563636363636364,0.705128205128205
14,"Pudge",78,"Brewmaster",25,28,53,0.471698113207547,0.67948717948718
14,"Pudge",79,"Shadow Demon",32,48,80,0.4,1.02564102564103
14,"Pudge",80,"Lone Druid",23,41,64,0.359375,0.82051282051282
14,"Pudge",81,"Chaos Knight",82,91,173,0.473988439306358,2.21794871794872
14,"Pudge",82,"Meepo",47,57,104,0.451923076923077,1.33333333333333
14,"Pudge",83,"Treant Protector",55,60,115,0.478260869565217,1.47435897435897
14,"Pudge",84,"Ogre Magi",121,114,235,0.514893617021277,3.01282051282051
14,"Pudge",85,"Undying",138,133,271,0.509225092250922,3.47435897435897
14,"Pudge",86,"Rubick",225,242,467,0.481798715203426,5.98717948717949
14,"Pudge",87,"Disruptor",168,127,295,0.569491525423729,3.78205128205128
14,"Pudge",88,"Nyx Assassin",77,87,164,0.469512195121951,2.1025641025641
14,"Pudge",89,"Naga Siren",30,37,67,0.447761194029851,0.858974358974359
14,"Pudge",90,"Keeper of the Light",81,76,157,0.515923566878981,2.01282051282051
14,"Pudge",91,"Io",35,53,88,0.397727272727273,1.12820512820513
14,"Pudge",92,"Visage",19,36,55,0.345454545454545,0.705128205128205
14,"Pudge",93,"Slark",284,315,599,0.474123539232053,7.67948717948718
14,"Pudge",94,"Medusa",89,88,177,0.502824858757062,2.26923076923077
14,"Pudge",95,"Troll Warlord",66,72,138,0.478260869565217,1.76923076923077
14,"Pudge",96,"Centaur Warrunner",62,58,120,0.516666666666667,1.53846153846154
14,"Pudge",97,"Magnus",82,97,179,0.458100558659218,2.29487179487179
14,"Pudge",98,"Timbersaw",77,86,163,0.47239263803681,2.08974358974359
14,"Pudge",99,"Bristleback",124,128,252,0.492063492063492,3.23076923076923
14,"Pudge",100,"Tusk",258,328,586,0.440273037542662,7.51282051282051
14,"Pudge",101,"Skywrath Mage",65,100,165,0.393939393939394,2.11538461538462
14,"Pudge",102,"Abaddon",118,77,195,0.605128205128205,2.5
14,"Pudge",103,"Elder Titan",26,28,54,0.481481481481481,0.692307692307692
14,"Pudge",104,"Legion Commander",331,381,712,0.464887640449438,9.12820512820513
14,"Pudge",105,"Techies",52,71,123,0.422764227642276,1.57692307692308
14,"Pudge",106,"Ember Spirit",171,243,414,0.41304347826087,5.30769230769231
14,"Pudge",107,"Earth Spirit",78,79,157,0.496815286624204,2.01282051282051
14,"Pudge",109,"Terrorblade",70,63,133,0.526315789473684,1.70512820512821
14,"Pudge",110,"Phoenix",84,82,166,0.506024096385542,2.12820512820513
14,"Pudge",111,"Oracle",34,39,73,0.465753424657534,0.935897435897436
14,"Pudge",112,"Winter Wyvern",226,188,414,0.545893719806763,5.30769230769231
15,"Razor",16,"Sand King",19,38,57,0.333333333333333,0.730769230769231
15,"Razor",17,"Storm Spirit",11,15,26,0.423076923076923,0.333333333333333
15,"Razor",18,"Sven",19,16,35,0.542857142857143,0.448717948717949
15,"Razor",19,"Tiny",26,30,56,0.464285714285714,0.717948717948718
15,"Razor",20,"Vengeful Spirit",29,26,55,0.527272727272727,0.705128205128205
15,"Razor",21,"Windranger",111,127,238,0.466386554621849,3.05128205128205
15,"Razor",22,"Zeus",32,33,65,0.492307692307692,0.833333333333333
15,"Razor",23,"Kunkka",10,20,30,0.333333333333333,0.384615384615385
15,"Razor",25,"Lina",33,56,89,0.370786516853933,1.14102564102564
15,"Razor",26,"Lion",59,68,127,0.464566929133858,1.62820512820513
15,"Razor",27,"Shadow Shaman",35,34,69,0.507246376811594,0.884615384615385
15,"Razor",28,"Slardar",75,74,149,0.503355704697987,1.91025641025641
15,"Razor",29,"Tidehunter",16,20,36,0.444444444444444,0.461538461538462
15,"Razor",30,"Witch Doctor",58,66,124,0.467741935483871,1.58974358974359
15,"Razor",31,"Lich",31,31,62,0.5,0.794871794871795
15,"Razor",32,"Riki",29,27,56,0.517857142857143,0.717948717948718
15,"Razor",33,"Enigma",24,27,51,0.470588235294118,0.653846153846154
15,"Razor",34,"Tinker",10,12,22,0.454545454545455,0.282051282051282
15,"Razor",35,"Sniper",18,40,58,0.310344827586207,0.743589743589744
15,"Razor",36,"Necrophos",47,35,82,0.573170731707317,1.05128205128205
15,"Razor",37,"Warlock",20,15,35,0.571428571428571,0.448717948717949
15,"Razor",38,"Beastmaster",11,12,23,0.478260869565217,0.294871794871795
15,"Razor",39,"Queen of Pain",58,55,113,0.513274336283186,1.44871794871795
15,"Razor",40,"Venomancer",23,27,50,0.46,0.641025641025641
15,"Razor",41,"Faceless Void",16,28,44,0.363636363636364,0.564102564102564
15,"Razor",42,"Wraith King",60,45,105,0.571428571428571,1.34615384615385
15,"Razor",43,"Death Prophet",5,17,22,0.227272727272727,0.282051282051282
15,"Razor",44,"Phantom Assassin",39,49,88,0.443181818181818,1.12820512820513
15,"Razor",45,"Pugna",10,14,24,0.416666666666667,0.307692307692308
15,"Razor",46,"Templar Assassin",19,44,63,0.301587301587302,0.807692307692308
15,"Razor",47,"Viper",18,24,42,0.428571428571429,0.538461538461538
15,"Razor",48,"Luna",14,18,32,0.4375,0.41025641025641
15,"Razor",49,"Dragon Knight",6,11,17,0.352941176470588,0.217948717948718
15,"Razor",50,"Dazzle",71,61,132,0.537878787878788,1.69230769230769
15,"Razor",51,"Clockwerk",31,36,67,0.462686567164179,0.858974358974359
15,"Razor",52,"Leshrac",10,6,16,0.625,0.205128205128205
15,"Razor",53,"Nature's Prophet",18,47,65,0.276923076923077,0.833333333333333
15,"Razor",54,"Lifestealer",13,15,28,0.464285714285714,0.358974358974359
15,"Razor",55,"Dark Seer",27,44,71,0.380281690140845,0.91025641025641
15,"Razor",56,"Clinkz",15,18,33,0.454545454545455,0.423076923076923
15,"Razor",57,"Omniknight",53,41,94,0.563829787234043,1.20512820512821
15,"Razor",58,"Enchantress",1,15,16,0.0625,0.205128205128205
15,"Razor",59,"Huskar",27,18,45,0.6,0.576923076923077
15,"Razor",60,"Night Stalker",22,29,51,0.431372549019608,0.653846153846154
15,"Razor",61,"Broodmother",6,10,16,0.375,0.205128205128205
15,"Razor",62,"Bounty Hunter",45,60,105,0.428571428571429,1.34615384615385
15,"Razor",63,"Weaver",10,20,30,0.333333333333333,0.384615384615385
15,"Razor",64,"Jakiro",19,12,31,0.612903225806452,0.397435897435897
15,"Razor",65,"Batrider",4,9,13,0.307692307692308,0.166666666666667
15,"Razor",66,"Chen",3,4,7,0.428571428571429,0.0897435897435897
15,"Razor",67,"Spectre",37,32,69,0.536231884057971,0.884615384615385
15,"Razor",68,"Ancient Apparition",50,58,108,0.462962962962963,1.38461538461538
15,"Razor",69,"Doom",44,41,85,0.517647058823529,1.08974358974359
15,"Razor",70,"Ursa",44,36,80,0.55,1.02564102564103
15,"Razor",71,"Spirit Breaker",50,48,98,0.510204081632653,1.25641025641026
15,"Razor",72,"Gyrocopter",33,45,78,0.423076923076923,1
15,"Razor",73,"Alchemist",59,59,118,0.5,1.51282051282051
15,"Razor",74,"Invoker",50,67,117,0.427350427350427,1.5
15,"Razor",75,"Silencer",37,42,79,0.468354430379747,1.01282051282051
15,"Razor",76,"Outworld Devourer",8,12,20,0.4,0.256410256410256
15,"Razor",77,"Lycan",11,1,12,0.916666666666667,0.153846153846154
15,"Razor",78,"Brewmaster",4,6,10,0.4,0.128205128205128
15,"Razor",79,"Shadow Demon",12,10,22,0.545454545454545,0.282051282051282
15,"Razor",80,"Lone Druid",3,7,10,0.3,0.128205128205128
15,"Razor",81,"Chaos Knight",20,23,43,0.465116279069767,0.551282051282051
15,"Razor",82,"Meepo",2,10,12,0.166666666666667,0.153846153846154
15,"Razor",83,"Treant Protector",16,23,39,0.41025641025641,0.5
15,"Razor",84,"Ogre Magi",41,44,85,0.482352941176471,1.08974358974359
15,"Razor",85,"Undying",59,46,105,0.561904761904762,1.34615384615385
15,"Razor",86,"Rubick",60,82,142,0.422535211267606,1.82051282051282
15,"Razor",87,"Disruptor",48,43,91,0.527472527472527,1.16666666666667
15,"Razor",88,"Nyx Assassin",22,19,41,0.536585365853659,0.525641025641026
15,"Razor",89,"Naga Siren",6,10,16,0.375,0.205128205128205
15,"Razor",90,"Keeper of the Light",18,13,31,0.580645161290323,0.397435897435897
15,"Razor",91,"Io",14,14,28,0.5,0.358974358974359
15,"Razor",92,"Visage",7,20,27,0.259259259259259,0.346153846153846
15,"Razor",93,"Slark",35,53,88,0.397727272727273,1.12820512820513
15,"Razor",94,"Medusa",11,20,31,0.354838709677419,0.397435897435897
15,"Razor",95,"Troll Warlord",7,11,18,0.388888888888889,0.230769230769231
15,"Razor",96,"Centaur Warrunner",15,16,31,0.483870967741935,0.397435897435897
15,"Razor",97,"Magnus",12,20,32,0.375,0.41025641025641
15,"Razor",98,"Timbersaw",19,27,46,0.41304347826087,0.58974358974359
15,"Razor",99,"Bristleback",21,36,57,0.368421052631579,0.730769230769231
15,"Razor",100,"Tusk",78,87,165,0.472727272727273,2.11538461538462
15,"Razor",101,"Skywrath Mage",8,32,40,0.2,0.512820512820513
15,"Razor",102,"Abaddon",28,33,61,0.459016393442623,0.782051282051282
15,"Razor",103,"Elder Titan",11,2,13,0.846153846153846,0.166666666666667
15,"Razor",104,"Legion Commander",59,62,121,0.487603305785124,1.55128205128205
15,"Razor",105,"Techies",3,11,14,0.214285714285714,0.179487179487179
15,"Razor",106,"Ember Spirit",39,36,75,0.52,0.961538461538462
15,"Razor",107,"Earth Spirit",25,18,43,0.581395348837209,0.551282051282051
15,"Razor",109,"Terrorblade",7,10,17,0.411764705882353,0.217948717948718
15,"Razor",110,"Phoenix",15,15,30,0.5,0.384615384615385
15,"Razor",111,"Oracle",8,11,19,0.421052631578947,0.243589743589744
15,"Razor",112,"Winter Wyvern",54,55,109,0.495412844036697,1.3974358974359
16,"Sand King",17,"Storm Spirit",24,43,67,0.358208955223881,0.858974358974359
16,"Sand King",18,"Sven",28,41,69,0.405797101449275,0.884615384615385
16,"Sand King",19,"Tiny",61,58,119,0.512605042016807,1.52564102564103
16,"Sand King",20,"Vengeful Spirit",31,39,70,0.442857142857143,0.897435897435897
16,"Sand King",21,"Windranger",235,293,528,0.445075757575758,6.76923076923077
16,"Sand King",22,"Zeus",52,50,102,0.509803921568627,1.30769230769231
16,"Sand King",23,"Kunkka",25,31,56,0.446428571428571,0.717948717948718
16,"Sand King",25,"Lina",80,124,204,0.392156862745098,2.61538461538462
16,"Sand King",26,"Lion",45,78,123,0.365853658536585,1.57692307692308
16,"Sand King",27,"Shadow Shaman",34,22,56,0.607142857142857,0.717948717948718
16,"Sand King",28,"Slardar",109,104,213,0.511737089201878,2.73076923076923
16,"Sand King",29,"Tidehunter",22,24,46,0.478260869565217,0.58974358974359
16,"Sand King",30,"Witch Doctor",55,80,135,0.407407407407407,1.73076923076923
16,"Sand King",31,"Lich",37,44,81,0.45679012345679,1.03846153846154
16,"Sand King",32,"Riki",47,37,84,0.55952380952381,1.07692307692308
16,"Sand King",33,"Enigma",17,17,34,0.5,0.435897435897436
16,"Sand King",34,"Tinker",24,34,58,0.413793103448276,0.743589743589744
16,"Sand King",35,"Sniper",40,57,97,0.412371134020619,1.24358974358974
16,"Sand King",36,"Necrophos",72,56,128,0.5625,1.64102564102564
16,"Sand King",37,"Warlock",23,22,45,0.511111111111111,0.576923076923077
16,"Sand King",38,"Beastmaster",13,14,27,0.481481481481481,0.346153846153846
16,"Sand King",39,"Queen of Pain",102,150,252,0.404761904761905,3.23076923076923
16,"Sand King",40,"Venomancer",30,32,62,0.483870967741935,0.794871794871795
16,"Sand King",41,"Faceless Void",36,37,73,0.493150684931507,0.935897435897436
16,"Sand King",42,"Wraith King",98,69,167,0.586826347305389,2.14102564102564
16,"Sand King",43,"Death Prophet",24,23,47,0.51063829787234,0.602564102564103
16,"Sand King",44,"Phantom Assassin",75,132,207,0.36231884057971,2.65384615384615
16,"Sand King",45,"Pugna",20,19,39,0.512820512820513,0.5
16,"Sand King",46,"Templar Assassin",81,91,172,0.47093023255814,2.20512820512821
16,"Sand King",47,"Viper",43,38,81,0.530864197530864,1.03846153846154
16,"Sand King",48,"Luna",26,34,60,0.433333333333333,0.769230769230769
16,"Sand King",49,"Dragon Knight",20,24,44,0.454545454545455,0.564102564102564
16,"Sand King",50,"Dazzle",76,70,146,0.520547945205479,1.87179487179487
16,"Sand King",51,"Clockwerk",45,59,104,0.432692307692308,1.33333333333333
16,"Sand King",52,"Leshrac",17,22,39,0.435897435897436,0.5
16,"Sand King",53,"Nature's Prophet",15,32,47,0.319148936170213,0.602564102564103
16,"Sand King",54,"Lifestealer",11,24,35,0.314285714285714,0.448717948717949
16,"Sand King",55,"Dark Seer",51,61,112,0.455357142857143,1.43589743589744
16,"Sand King",56,"Clinkz",32,33,65,0.492307692307692,0.833333333333333
16,"Sand King",57,"Omniknight",58,31,89,0.651685393258427,1.14102564102564
16,"Sand King",58,"Enchantress",9,13,22,0.409090909090909,0.282051282051282
16,"Sand King",59,"Huskar",44,41,85,0.517647058823529,1.08974358974359
16,"Sand King",60,"Night Stalker",33,30,63,0.523809523809524,0.807692307692308
16,"Sand King",61,"Broodmother",11,22,33,0.333333333333333,0.423076923076923
16,"Sand King",62,"Bounty Hunter",44,45,89,0.49438202247191,1.14102564102564
16,"Sand King",63,"Weaver",32,29,61,0.524590163934426,0.782051282051282
16,"Sand King",64,"Jakiro",24,39,63,0.380952380952381,0.807692307692308
16,"Sand King",65,"Batrider",9,13,22,0.409090909090909,0.282051282051282
16,"Sand King",66,"Chen",0,3,3,0,0.0384615384615385
16,"Sand King",67,"Spectre",95,73,168,0.56547619047619,2.15384615384615
16,"Sand King",68,"Ancient Apparition",70,67,137,0.510948905109489,1.75641025641026
16,"Sand King",69,"Doom",56,72,128,0.4375,1.64102564102564
16,"Sand King",70,"Ursa",43,31,74,0.581081081081081,0.948717948717949
16,"Sand King",71,"Spirit Breaker",57,76,133,0.428571428571429,1.70512820512821
16,"Sand King",72,"Gyrocopter",76,79,155,0.490322580645161,1.98717948717949
16,"Sand King",73,"Alchemist",105,123,228,0.460526315789474,2.92307692307692
16,"Sand King",74,"Invoker",139,155,294,0.472789115646259,3.76923076923077
